,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
1582,10.1177/154405910208100902,b66c44a5cbfdaa42b79a1a4e29ac4c5fd1786c08,10.1159/000047425,Computer–Automated Caries Detection in Digital Bitewings: Consistency of a Program and Its Influence on Observer Agreement,Caries Research,2000,background,False
1583,10.1177/154405910208100902,fb6ae092b189444f23e1f7454e7e46c1db00155a,10.1159/000016593,Reproducibility in the Assessment of Caries Lesion Behaviour: A Comparison between Conventional Film and Subtraction Radiography,Caries Research,2000,methodology background,False
1584,10.1177/154405910208100902,2800837f89d1dc317c8e80ceb78d0db87bea916e,10.1177/00220345010800070501,Tuned Aperture Computed Tomography to Evaluate Osseous Healing,Journal of dental research,2001,background,False
1585,10.1177/154405910208100902,5c6e721b5147ffe62d76ffbded954dd7f6551b83,10.1038/SJ.DMFR.4600612,Decision criteria and characteristics of Norwegian general dental practitioners selecting digital radiography.,Dento maxillo facial radiology,2001,,False
1586,10.1177/154405910208100902,6ba13d02c64e42fc236c5ba701e66fd01cd40e77,10.1038/SJ.DMFR.4600613,Experience of Norwegian general dental practitioners with solid state and storage phosphor detectors.,Dento maxillo facial radiology,2001,,False
1587,10.1177/154405910208100902,485197d8b6b9cae22d622acf9dca597cea11db0d,10.1038/SJ.DMFR.4600669,A comparison of digital and film radiography in Dutch dental practices assessed by questionnaire.,Dento maxillo facial radiology,2002,result,False
1588,10.1177/154405910208100902,66d1dce6bdb56d3cad601d9087e93c5471ee861b,10.1038/SJ/DMFR/4600645,Influence of the validation method on diagnostic accuracy for caries. A comparison of six digital and two conventional radiographic systems.,Dento maxillo facial radiology,2002,background,False
1589,10.1177/154405910208100902,cacaa32b162e910f5a8319c3038a01aec1f72c52,10.1034/J.1600-0447.2002.21245.X,Accuracy of computer-automated caries detection in digital radiographs compared with human observers.,European journal of oral sciences,2002,background,False
1590,10.1177/0022034513487560,b7fa8cb84f355dfa2bceb59c932eee995a60c323,10.1787/health_glance-2015-table2-en,Risk factors.,Obstetrics and gynecology clinics of North America,1994,,False
1591,10.1177/0022034513487560,1331f63913b7d9fce92a87b8bc47b8ad06bd7d2f,10.1136/jamia.1997.0040342,Review: Accuracy of Data in Computer-based Patient Records,J. Am. Medical Informatics Assoc.,1997,methodology,False
1592,10.1177/0022034513487560,b935b5070844dc4785af25f34ae4b2a60293e730,10.1055/S-0038-1634210,Direct Text Entry in Electronic Progress Notes,,2003,,False
1593,10.1177/0022034513487560,e0d5a6bb5802f10484cc6ffb4e9cf60a45765917,10.1267/METH03010061,Direct text entry in electronic progress notes. An evaluation of input errors.,Methods of information in medicine,2003,background,False
1594,10.1177/0022034513487560,f3e1972e06e4dc5a30e6808eb20f2a4d4e24c7c0,10.1001/JAMA.289.10.1278,Central challenges facing the national clinical research enterprise.,JAMA,2003,background,True
1595,10.1177/0022034513487560,21322db80b549cf997f29b552af4e4dc914a198b,10.14236/JHI.V12I4.132,An eight-step method for assessing diagnostic data quality in practice: chronic obstructive pulmonary disease as an exemplar.,Informatics in primary care,2004,,False
1596,10.1177/0022034513487560,33e67c842f6592db9bc139abcea245d416510011,10.1111/J.1752-7325.2006.TB02551.X,The relationship between cardiovascular xerogenic medication intake and the incidence of crown/root restorations.,Journal of public health dentistry,2006,background,False
1597,10.1177/0022034513487560,4c30acb367ed0df4ba28aa3a509408fd61767a42,10.1186/1472-6947-6-25,The CAP cancer protocols – a case study of caCORE based data standards implementation to integrate with the Cancer Biomedical Informatics Grid,BMC Medical Informatics Decis. Mak.,2006,background,False
1598,10.1177/0022034513487560,e43fd626978e9df9280d589149efbe6865ead5fe,10.1197/jamia.M1990,Research Paper: Clinical Computing in General Dentistry,J. Am. Medical Informatics Assoc.,2006,background,False
1599,10.1177/0022034513487560,2e5ddcb6c557805c472afb1184942d4a6a1064b8,10.3121/cmr.2007.726,Use of an Electronic Medical Record for the Identification of Research Subjects with Diabetes Mellitus,Clinical Medicine & Research,2007,background,True
1600,10.1177/0022034513487560,51bcc136a44a6a0ea3182508e221648d8a62be7e,10.1097/ACM.0b013e318065be8d,Configuration Challenges: Implementing Translational Research Policies in Electronic Medical Records,Academic medicine : journal of the Association of American Medical Colleges,2007,background,True
1601,10.1177/0022034513487560,b6d7705c73736c496d3bd0868b1e05b8d38edf34,10.1197/jamia.M2335,Research Paper: A Qualitative Investigation of the Content of Dental Paper-based and Computer-based Patient Record Formats,J. Am. Medical Informatics Assoc.,2007,background,False
1602,10.1177/0022034513487560,d001f012970e4ae58c599a5a19ebcb9257436596,10.1371/journal.pone.0000840,The Tell-Tale Heart: Population-Based Surveillance Reveals an Association of Rofecoxib and Celecoxib with Myocardial Infarction,PloS one,2007,background,True
1603,10.1177/0022034513487560,df50b4fe731f82a1d41c122d530b4b6d04ca419e,,IOM Roundtable on Evidence-Based Medicine,,2007,background,False
1604,10.1177/0022034513487560,7356058bd628192222e48a0db108ef54ab1fc1a5,,Analysis of Data Errors in Clinical Research Databases,AMIA,2008,background,False
1605,10.1177/0022034513487560,0bf5209cd17afd2e9061b869868b9ddb8d00fa32,10.12927/HCPOL.2013.21230,Implementing and maintaining a researchable database from electronic medical records: a perspective from an academic family medicine department.,Healthcare policy = Politiques de sante,2009,,False
1606,10.1177/0022034513487560,147afccf9325fc03345b830d5999566a7e9b1ec5,10.1016/j.ijmedinf.2009.05.002,Enhanced identification of eligibility for depression research using an electronic medical record search engine,Int. J. Medical Informatics,2009,background,True
1607,10.1177/0022034513487560,b86c7bd2e2790be35a22f307538941a49936d4b5,10.1504/IJMEI.2009.026810,Electronic dental record information model,Int. J. Medical Eng. Informatics,2009,methodology background,True
1608,10.1177/0022034513487560,f23f9b3dfc860a6f5f0bed11b8f14bbc5daac293,10.1201/9780203855195-5,Collecting research data from clinical practice: How can informatics help?,,2009,,False
1609,10.1177/0022034513487560,210038bd069fd1b2b512817025199196d79dd0bb,10.1093/fampra/cmp068,Using your electronic medical record for research: a primer for avoiding pitfalls.,Family practice,2010,,False
1610,10.1177/0022034513487560,b8bc667bf696102d922cb47d8d88c14f1af01fde,10.1038/nrg2999,Using electronic health records to drive discovery in disease genomics,Nature Reviews Genetics,2011,background,True
1611,10.1177/0022034513487560,b9ed3690f9696a9427f223a08c4b8873e477d170,10.1002/J.0022-0337.2011.75.4.TB05069.X,Lessons learned during the conduct of clinical studies in the dental PBRN.,Journal of dental education,2011,background,False
1612,10.1177/0022034513487560,a60e11c1550f5c6793db5ff947ddd77906d1d79e,10.1111/j.1365-2702.2012.04353.x,Accuracy of data transfer: double data entry and estimating levels of error.,Journal of clinical nursing,2012,background,False
1613,10.1177/0022034513487560,45103351468490e07040dc786854936a72cf7652,10.14219/JADA.ARCHIVE.2013.0013,Electronic dental record use and clinical information management patterns among practitioner-investigators in The Dental Practice-Based Research Network.,Journal of the American Dental Association,2013,,False
1614,10.1177/0022034513487560,b1a7b7bdb161fbe0c6aa31a61dcc811a8d278a5c,,Risk factors for osteonecrosis of the jaws: a case-control study from the CONDOR Dental PBRN.,Texas dental journal,2013,,False
1615,10.1016/j.jebdp.2013.12.002,25b419f848c3c4e2304cad64b0075dd34b9060db,10.1111/J.1600-0528.1991.TB00165.X,Radiographic interpretation and treatment decisions among dental therapists and dentists in Western Australia.,Community dentistry and oral epidemiology,1991,,False
1616,10.1016/j.jebdp.2013.12.002,aeff86720a66ae6a0ce26ae29c68fbd8dbebfbee,10.1001/JAMA.1992.03490170092032,Evidence-based medicine. A new approach to teaching the practice of medicine.,JAMA,1992,,False
1617,10.1016/j.jebdp.2013.12.002,059bc899a99aa1a92b00b16238a277365560829f,10.14219/JADA.ARCHIVE.2001.0237,Dental informatics. A cornerstone of dental practice.,Journal of the American Dental Association,2001,,False
1618,10.1016/j.jebdp.2013.12.002,0059613cb2f4ed8867e03f0c005cbaf8f5ebb05a,,"Diagnostic codes in dentistry--definition, utility and developments to date.",Journal,2002,,False
1619,10.1016/j.jebdp.2013.12.002,74076bbc71e78a0f4037e688b5d84059a78c1cf4,,"Healthy Mouths, Healthy Lives: Australia's national oral health plan 2004-2013",,2004,,False
1620,10.1016/j.jebdp.2013.12.002,7875e5f6c75299a359e9bee672285df95cfb1eef,10.1111/J.1834-7819.2005.TB00364.X,Fund allocation within Australian dental care: an innovative approach to output based funding.,Australian dental journal,2005,,False
1621,10.1016/j.jebdp.2013.12.002,b6dc72c37362d4356464dd1237b299fe4029c7be,10.1016/J.JDENT.2005.03.009,Outcome of direct restorations placed within the general dental services in England and Wales (Part 3): variation by dentist factors.,Journal of dentistry,2005,,False
1622,10.1016/j.jebdp.2013.12.002,6f2480a91772c4e4187a654a4af0995b257d2d3a,10.1111/J.1834-7819.2009.01133.X,Complete or ultraconservative removal of decayed tissue in unfilled teeth.,The Cochrane database of systematic reviews,2007,,False
1623,10.1016/j.jebdp.2013.12.002,1cf036bfc3b6cfab3bafdcf6e91ef6c58d8e02c5,10.1111/j.1600-9657.2008.00689.x,Dental trauma in an Australian rural centre.,Dental traumatology : official publication of International Association for Dental Traumatology,2008,,False
1624,10.1016/j.jebdp.2013.12.002,55e710836ecea18e2a36d1c41a02c38e94495064,10.1111/j.1834-7819.2007.00004.x,The Caries Management System: an evidence-based preventive strategy for dental practitioners. Application for adults.,Australian dental journal,2008,,False
1625,10.1016/j.jebdp.2013.12.002,08a45f0d7503a6eb6bc0f7324fd6ffad03d6f661,10.1002/J.0022-0337.2011.75.5.TB05086.X,Evaluating a dental diagnostic terminology in an electronic health record.,Journal of dental education,2011,,False
1626,10.1016/j.jebdp.2013.12.002,15d3e2f17ea2b543f0884eea1cc92c01ae2ce908,10.1038/sj.bdj.2012.317,"Ethical issues, dilemmas and controversies in 'cosmetic' or aesthetic dentistry. A personal opinion",BDJ,2012,,False
1627,10.1016/j.jebdp.2013.12.002,830a83a75106abcbdbdab0791dae6b2df70ab69a,10.4066/AMJ.2012.1479,Experiences in the implementation of a national policy: A retrospective analysis of the Australian Chronic Dental Disease Scheme.,The Australasian medical journal,2012,,False
1628,10.1016/j.jebdp.2013.12.002,b6fb13153402874277cb6a10f9ce2e1b170ce6e9,10.1071/PY12073,Role of the Chronic Dental Disease Scheme in Enhanced Primary Care: allied health or allied outlier?,Australian journal of primary health,2013,,False
1629,10.1016/j.jebdp.2013.12.002,898f18c17040f9756b9724fc49cef616aafc9f61,10.1002/9781118445112.stat06098,International Classification of Diseases (ICD),,2014,,False
1630,10.14236/JHI.V15I1.641,d2d7c48705011eaa9fddadefb6617714faf0b994,,A high-yield strategy to identify randomized controlled trials for systematic reviews.,,1993,,False
1631,10.14236/JHI.V15I1.641,e83113984826a995cf6639aecdf39e93c24fb1fa,,A high-yield strategy to identify randomized controlled trials for systematic reviews.,The Online journal of current clinical trials,1993,,False
1632,10.14236/JHI.V15I1.641,a16f691656e8a3f8da0488cc6c980336481683f9,10.1136/oem.53.7.433,A bibliometric study of the trend in articles related to epidemiology published in occupational health journals.,Occupational and environmental medicine,1996,,False
1633,10.14236/JHI.V15I1.641,9f8d3899d41f98461cb9fc4e09398421d4e1fc5f,10.1177/183335839802700409,Health Informatics — An Annotated Bibliography,Health information management : journal of the Health Information Management Association of Australia,1997,,False
1634,10.14236/JHI.V15I1.641,14bd75c23455a313944ad6885d4b20764d1bf25a,10.1093/IJE/31.1.150,Development of a highly sensitive search strategy for the retrieval of reports of controlled trials using PubMed.,International journal of epidemiology,2002,,False
1635,10.14236/JHI.V15I1.641,7cefd18d9a422c020c488d2f61f5759519d92a5f,10.1016/S0048-7333(02)00007-0,Explaining Australia’s increased share of ISI publications—the effects of a funding formula based on publication counts,,2003,,False
1636,10.14236/JHI.V15I1.641,b1f226be165abdd76f8219fd66d4dd0715b2ecb4,10.1197/jamia.M1187,Viewpoint Paper: What Is Primary Care Informatics?,J. Am. Medical Informatics Assoc.,2003,,False
1637,10.14236/JHI.V15I1.641,0144c0613feb57fefba2af7464a71727d1cbdc25,10.3233/978-1-60750-949-3-1289,An inventory of evaluation studies of information technology in health care: Trends in evaluation research 1982 - 2002,MedInfo,2004,,False
1638,10.14236/JHI.V15I1.641,c30dd8cd403e0dfc65316e241eea1e24ef687fc8,10.3233/978-1-60750-949-3-301,Evolution of medical informatics in bibliographic databases,MedInfo,2004,,False
1639,10.14236/JHI.V15I1.641,b576ae71ad6d0272a730fe6b9ca1c96f3d3c4170,10.1093/FAMPRA/CMI085,PubMed perspective of family medicine research: where does it stand?,Family practice,2005,,False
1640,10.14236/JHI.V15I1.641,77435640fa13af98739f9522091429bb5d91cb27,10.5694/j.1326-5377.2006.tb00238.x,"Evaluation of NHMRC funded research completed in 1992, 1997 and 2003: gains in knowledge, health and wealth",The Medical journal of Australia,2006,,False
1641,10.1007/s10916-006-9013-4,4959cb2506f0bebf9e9156bb43edd42941541ad5,10.1201/b17411-9,"Imaging Systems: What, When, How.",,1992,background,False
1642,10.1007/s10916-006-9013-4,3cb6369c5564d2d4244b17b02a92913d741ef736,10.1109/ICIP.1997.647976,NeTra: a toolbox for navigating large image databases,Proceedings of International Conference on Image Processing,1997,,False
1643,10.1007/s10916-006-9013-4,45ce9d12be58f15f5a1ff3325a67d57f1f04732e,10.1145/253769.253798,Visual information retrieval,CACM,1997,,False
1644,10.1007/s10916-006-9013-4,51a7dbb6c796ee582f7c563deac874b254105c99,10.1002/j.0022-0337.1997.61.8.tb03148.x,Geriatric patient simulations for dental hygiene.,Journal of dental education,1997,background,False
1645,10.1007/s10916-006-9013-4,d39e930e5723182574b0089e219a4f69890a7ddf,10.1007/3-540-48762-X_63,Blobworld: A System for Region-Based Image Indexing and Retrieval,VISUAL,1999,,False
1646,10.1007/s10916-006-9013-4,6433d0ce3f6284d344143c1509e594bdf05fea17,10.3322/canjclin.51.1.15,"Cancer Statistics, 2001",CA: a cancer journal for clinicians,2001,,False
1647,10.1007/s10916-006-9013-4,e85e3f1c6018780dc1da2bc2c6d0dfbe4336f885,10.14219/JADA.ARCHIVE.2001.0387,Perform a death-defying act. The 90-second oral cancer examination.,Journal of the American Dental Association,2001,background,False
1648,10.1007/s10916-006-9013-4,8c78197ad939999ef23c8f8670c8f3501e8ed2d9,,Oral and pharyngeal cancer: knowledge and opinions of dentists in British Columbia and Nova Scotia.,Journal,2002,background,False
1649,10.1007/s10916-006-9013-4,992a9cd2cc966dd6779e86ae90f5943f2ae859c1,,Oral and pharyngeal cancer: practices and opinions of dentists in British Columbia and Nova Scotia.,Journal,2002,background,False
1650,10.1007/s10916-006-9013-4,fa75c54d1ef75c5a9126a7c06e754a1afa910870,10.1177/154407370301700106,A Preliminary Analysis of the Dental Informatics Literature,Advances in dental research,2003,background,False
1651,10.1007/s10916-006-9013-4,3ce69aa63d6d2de24eef8819ece23cca2bc41cbd,10.1007/BF00123143,Photobook: Content-based manipulation of image databases,International Journal of Computer Vision,1996,,False
1652,10.1007/s10916-006-9013-4,b26c24a81ad3780b91eab45d3892b30e061a1c03,10.1007/BF00962238,Efficient and effective Querying by Image Content,Journal of Intelligent Information Systems,1994,,False
1653,10.2196/jmir.3343,3fdc012a92d8846f10db982878e8a8adf8ee9c47,10.3102/0013189X018001032,Situated Cognition and the Culture of Learning,,1989,,False
1654,10.2196/jmir.3343,9fbe8ae42a5ac4b48f04b1093fe0027ea6b84968,10.1136/bmj.311.7000.299,Qualitative Research: Introducing focus groups,BMJ,1995,,False
1655,10.2196/jmir.3343,d573a82b068b9f18d1743d8003baf2dbd85ddecc,10.1007/978-3-7091-9457-7_10,"Reactivity, Concurrency, Data-flow and Hierarchical Preemption for Behavioural Animation",Eurographics Workshop on Programming Paradigms in Graphics,1995,,False
1656,10.2196/jmir.3343,ecaffe765b58ee8a2fd5c095dbf61db379e1d2fd,10.1046/J.1365-2648.1998.00692.X,Collecting and analysing qualitative data: issues raised by the focus group.,Journal of advanced nursing,1998,,False
1657,10.2196/jmir.3343,2d855282815b69139d7e145da722af46d781cb07,10.1207/S15328015TLM1302_4,Screen-Based Anesthesia Simulation With Debriefing Improves Performance in a Mannequin-Based Anesthesia Simulator,Teaching and learning in medicine,2001,,False
1658,10.2196/jmir.3343,d02166436b47816098914a86c556b6ced0eac9f6,10.1034/J.1600-0579.2001.050301.X,Computer assisted learning. A review.,European journal of dental education : official journal of the Association for Dental Education in Europe,2001,,False
1659,10.2196/jmir.3343,067d1ebb352455825bd9669179d288be6da3d0df,,Draft Standard for Learning Object Metadata,,2002,,False
1660,10.2196/jmir.3343,4f876be90f3aa5f29d183466f52782a96932bb60,10.1002/cav.34,An artificial life environment for autonomous virtual agents with multi‐sensorial and multi‐perceptive features,Comput. Animat. Virtual Worlds,2004,,False
1661,10.2196/jmir.3343,e46a78b79e8a6c57880b65f102996744408e24b9,10.1002/J.0022-0337.2004.68.12.TB03875.X,Experience with virtual reality-based technology in teaching restorative dental procedures.,Journal of dental education,2004,,False
1662,10.2196/jmir.3343,4a40ea50c76f9c88dcefe0e4a1ef1a9f1f76d201,,Simulation Interoperability with a Commercial Game Engine,,2005,,False
1663,10.2196/jmir.3343,92da4e905b42b3aa5f22c2fb49f8197419a03fc3,10.1111/j.1365-2929.2005.02200.x,Making sense of focus groups,Medical education,2005,,False
1664,10.2196/jmir.3343,205e778c46ddf7dc66af63c68f3d4eb43c65c008,10.1016/j.cag.2007.04.010,An interactive simulation system for training and treatment planning in orthodontics,Comput. Graph.,2007,,False
1665,10.2196/jmir.3343,3b549a66b8d16ef7e53881e8e15b577438f260ff,10.1016/S1386-5056(07)00060-3,Virtual biomedical universities and e-learning,Int. J. Medical Informatics,2007,,False
1666,10.2196/jmir.3343,4c935bfd3e0e323a55994c1cad373d7c48f1e7d2,10.1111/J.1471-1842.2007.00733.X,Second Life: an overview of the potential of 3-D virtual worlds in medical and health education.,Health information and libraries journal,2007,,False
1667,10.2196/jmir.3343,7ac314e6f1ce4ed49134abee615688a4181feb0e,10.4324/9780203809747,"Work Group Learning : Understanding, Improving and Assessing How Groups Learn in Organizations",,2007,,False
1668,10.2196/jmir.3343,188c4581fc6ab0afc9b4a52f15418dfec76a65b1,10.1007/978-3-642-00570-1_3,Context-based Semantic Mediation in Web Service Communities,Weaving Services and People on the World Wide Web,2009,,False
1669,10.2196/jmir.3343,3f64ee524b719e9303aee93c8a12233710d994b1,10.1080/01421590701874074,Building a virtual patient commons,Medical teacher,2008,,False
1670,10.2196/jmir.3343,6bfb5eb082f3b10bab1ba7aeb44d9401183a4334,,"Minds on Fire: Open Education, the Long Tail, and Learning 2.0",,2008,,False
1671,10.2196/jmir.3343,c7533bfc2c01cdc702c284169590d9d70846b4df,10.1002/J.0022-0337.2008.72.4.TB04514.X,A virtual system for cavity preparation in endodontics.,Journal of dental education,2008,,False
1672,10.2196/jmir.3343,0755ad365cb8b04c8673bc4ea2c0164763be8136,10.1080/01421590802691393,"The failure of e-learning research to inform educational practice, and what we can do about it",Medical teacher,2009,,False
1673,10.2196/jmir.3343,12d9fa89206d45745f69dcfccc54c96c5f1de6e5,10.1111/j.1471-1842.2008.00831.x,The University of Plymouth Sexual Health SIM experience in Second Life: evaluation and reflections after 1 year.,Health information and libraries journal,2009,,False
1674,10.2196/jmir.3343,14e07d32e43a111734a8536b0882eb18bbbc94e0,10.1111/J.1467-8535.2009.00952.X,Second Life in higher education: Assessing the potential for and the barriers to deploying virtual worlds in learning and teaching,Br. J. Educ. Technol.,2009,,False
1675,10.2196/jmir.3343,20f7700f23e843da56f7022ecbd66b3e119e30dc,10.1080/01421590903134160,Virtual patients in a virtual world: Training paramedic students for practice,Medical teacher,2009,,False
1676,10.2196/jmir.3343,25eabef7d0a1e286390b4062ef003bb0e5ebeeef,10.1111/j.1600-0579.2007.00470.x,Web-based virtual patients in dentistry: factors influencing the use of cases in the Web-SP system.,European journal of dental education : official journal of the Association for Dental Education in Europe,2009,,False
1677,10.2196/jmir.3343,2c5c63648876306146d8584bc4230fb404a4c308,10.1080/01421590903134152,Improving assessment with virtual patients,Medical teacher,2009,,False
1678,10.2196/jmir.3343,4291b7fd215bffbf47fdf91c3718a9b4f0544826,10.3233/978-1-60750-017-9-19,"Second Life, Bio-Sensors, and Exposure Therapy for Anxiety Disorders",Annual Review of Cybertherapy and Telemedicine,2009,,False
1679,10.2196/jmir.3343,564bca7d7b5578270b14a4268a6b63ce9e6be066,10.1080/01421590903127677,Training staff to create simple interactive virtual patients: the impact on a medical and healthcare institution,Medical teacher,2009,,False
1680,10.2196/jmir.3343,5b2f7544f53a5e2bf642ac0012c903ede4835388,10.3233/978-1-60750-024-7-843,Second Life: Not Your Conventional Simulation,Nursing Informatics,2009,,False
1681,10.2196/jmir.3343,5be3ae0ab6bbed82d01e4f939fde3c89d2045857,10.1007/978-3-642-04568-4_78,mEducator: A Best Practice Network for Repurposing and Sharing Medical Educational Multi-type Content,PRO-VE,2009,,False
1682,10.2196/jmir.3343,82545a889e32e18967379c9f53a0a2571768cb0a,10.1080/01421590903141082,The replacement of ‘paper’ cases by interactive online virtual patients in problem-based learning,Medical teacher,2009,,False
1683,10.2196/jmir.3343,a36388d7ed07b14462c487aeb2b6d48469223ee6,10.1186/1471-2458-9-S1-S13,Halting HIV/AIDS with avatars and havatars: a virtual world approach to modelling epidemics,BMC public health,2009,,False
1684,10.2196/jmir.3343,c58b86b09de107dd99768e69aa85df8426f5141c,10.1002/J.0022-0337.2009.73.11.TB04816.X,Second life for dental education.,Journal of dental education,2009,,False
1685,10.2196/jmir.3343,f41832958066e2d71264908278a691f2b5e88340,10.3233/978-1-60750-024-7-582,The Potential of 3-D Virtual Worlds in Professional Nursing Education,Nursing Informatics,2009,,False
1686,10.2196/jmir.3343,07f150b84cd3de72ae33888c1e9202d5b97f887a,10.2196/jmir.1426,Exploring Virtual Worlds for Scenario-Based Repeated Team Training of Cardiopulmonary Resuscitation in Medical Students,Journal of medical Internet research,2010,,False
1687,10.2196/jmir.3343,14a67079f9899da5fa73d476689355f0ad6100e4,10.3233/978-1-60750-588-4-644,"An Analysis of Nursing Education's Immersion into Second Life, a Multi-user Virtual Environment (MUVE)",MedInfo,2010,,False
1688,10.2196/jmir.3343,26a0755c93d93bbd3db9fef09d5e9cf59524f7a3,10.1097/NNE.0b013e3181ced999,Implementing the Virtual World of Second Life Into Community Nursing Theory and Clinical Courses,Nurse educator,2010,,False
1689,10.2196/jmir.3343,40acfe92a4ce092d9555ef963870da996a03f8c4,10.1016/j.pbb.2010.07.005,Methamphetamine craving induced in an online virtual reality environment,Pharmacology Biochemistry and Behavior,2010,,False
1690,10.2196/jmir.3343,4fc0be07f1a0d0dd4dd487abe91df37a81b1429d,10.1109/ICDIM.2010.5664241,OpenLabyrinth: An abstract pathway-based serious game engine for professional education,2010 Fifth International Conference on Digital Information Management (ICDIM),2010,,False
1691,10.2196/jmir.3343,7cb88ed62d3a3804038cc8aae42def3399858bc3,10.3233/978-1-60750-588-4-615,Using the Virtual Reality World of Second Life to Teach Nursing Faculty Simulation Management,MedInfo,2010,,False
1692,10.2196/jmir.3343,902cff5ba705189ab5aead5001a985de3b0eff02,,Automating Content Generation for Large-scale Virtual Learning Environments using Semantic Web Services,SemWiki@ESWC,2010,,False
1693,10.2196/jmir.3343,ccb68d1213294edb6a3cbb294876ec643ad0dc03,10.2196/jmir.1337,Learning in a Virtual World: Experience With Using Second Life for Medical Education,Journal of medical Internet research,2009,,False
1694,10.2196/jmir.3343,eab8fe5b4cb2249bba51decfab9ad57dccde59c0,10.1037/a0017514,Testing the Continuum of Delusional Beliefs,Journal of abnormal psychology,2010,,False
1695,10.2196/jmir.3343,fc4832faacd952ec65880d2b3f31a2ee3192c9b9,10.1097/NNE.0b013e3181f7e943,Virtual Learning Environments: Second Life,Nurse educator,2010,,False
1696,10.2196/jmir.3343,096f3cded91f0eeab48238eaba57ddc1e9d1e457,10.1111/j.1553-2712.2011.01064.x,Using second life virtual simulation environment for mock oral emergency medicine examination.,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,2011,,False
1697,10.2196/jmir.3343,37f69b4fe3fa111a2fb0ae2d5a17e550a4ce2f9c,10.1176/appi.ap.35.5.328,Assessment of Competencies By Use of Virtual Patient Technology,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,2011,,False
1698,10.2196/jmir.3343,7e514d492f374456b123bafcef55db3e6a1f9a49,10.1016/j.nedt.2010.03.010,Exploring nursing students' decision-making skills whilst in a Second Life clinical simulation laboratory.,Nurse education today,2011,,False
1699,10.2196/jmir.3343,82cf839b7f85df06a81f7317e60ccc88fee4bfea,10.1002/ase.195,A “Second Life” for gross anatomy: Applications for multiuser virtual environments in teaching the anatomical sciences,Anatomical sciences education,2011,,False
1700,10.2196/jmir.3343,abd0d4ed53a86f7af4674b838d590edff6edf9a4,10.1136/amiajnl-2011-000464,Natural language processing: an introduction,J. Am. Medical Informatics Assoc.,2011,,False
1701,10.2196/jmir.3343,b0494d07ba74bd8ec3a099b7ac515659f9b2bfaa,10.2196/jmir.1917,"Using Virtual Reality to Provide Health Care Information to People With Intellectual Disabilities: Acceptability, Usability, and Potential Utility",Journal of medical Internet research,2011,,False
1702,10.2196/jmir.3343,d62965a4143959766151624b91b103541b03d9ce,10.3109/0142159X.2011.613501,Virtual patients: A year of change,Medical teacher,2011,,False
1703,10.2196/jmir.3343,dc58fad2eceb2f415704711996d89978f13a5e92,10.3928/00220124-20110715-01,Establishing a virtual learning environment: a nursing experience.,Journal of continuing education in nursing,2011,,False
1704,10.2196/jmir.3343,e441224fd889808a2049f2ed414b215627316798,,Evaluation of Educational Content Sharing Solutions: Challenges of the mEducator Best Practice Network,,2011,,False
1705,10.2196/jmir.3343,063a59edbba94ee57077dadeb3a43f6d1caac29a,10.5688/ajpe7610202,A Virtual Practice Environment to Develop Communication Skills in Pharmacy Students,American Journal of Pharmaceutical Education,2012,,False
1706,10.2196/jmir.3343,0c6853355f222fbf116e46f92a57d562db9c2080,10.3233/978-1-61499-022-2-338,Virtual Worlds Are an Innovative Tool for Medical Device Training in a Simulated Environment,MMVR,2012,,False
1707,10.2196/jmir.3343,1863e134f7863a04adfa5cb21b9a35c9baeb4f05,10.1176/APPI.PSYCHOTHERAPY.2012.66.2.151,The psychodynamics of transference--a virtual reality model.,American journal of psychotherapy,2012,,False
1708,10.2196/jmir.3343,6e0ffd454ef67ee948f2a57a1961a4b5bc0d406e,10.1111/J.1745-7599.2012.00729.X,Design and initial evaluation of a virtual pediatric primary care clinic in Second Life(,,2012,,False
1709,10.2196/jmir.3343,7aa44b65b5c4aca71a357d84063872a483ae7c68,,Criteria to assess the quality of virtual patients.,Studies in health technology and informatics,2012,,False
1710,10.2196/jmir.3343,99481e29cb3ffa52966a2bb87c851d7231d99507,10.3928/02793695-20120605-04,Effectiveness of a second life(®) simulation as a teaching strategy for undergraduate mental health nursing students.,Journal of psychosocial nursing and mental health services,2012,,False
1711,10.2196/jmir.3343,d631658c5939b519a04104d2b85a367304ed708a,,Has Second Life Lived up to Expectations,,2012,,False
1712,10.2196/jmir.3343,eb6264ca3edaed0fc295e931edbf1362059483a6,10.1111/j.1365-2923.2012.04219.x,Integrating virtual patients into courses: follow‐up seminars and perceived benefit,Medical education,2012,,False
1713,10.2196/jmir.3343,ec88302b4314c685668d5abd22aab5124da4abbd,10.2147/AMEP.S35358,Pharmacy cases in Second Life: an elective course,Advances in medical education and practice,2012,,False
1714,10.2196/jmir.3343,fd795460dfa8ba9d38c9b9689868549ff3fe2517,,New approaches to linking clinical guidelines to virtual patients.,Studies in health technology and informatics,2012,,False
1715,10.2196/jmir.3343,01d2859e025f7fcb28440c0f80d840cc92dcb412,10.1016/j.beth.2012.06.001,Treatment of social anxiety disorder using online virtual environments in second life.,Behavior therapy,2013,,False
