,Unnamed: 0,Article_id,Venue,Title,Year,Abstract,Doi,fieldsOfStudy,topics,Downloadurl,TotalCitationCount,Influentialcitationcount
66,66,https://doi.org/10.14219/JADA.ARCHIVE.2011.0082,Journal of the American Dental Association,effect electron health record use clinic care guidelin patient medic complex condit,2011,background emerg health inform technolog provid opportun health care provid improv qualiti safeti dental care particular patient medic complex condit method author random 15 dental clinic healthpartn bloomington minn one three group evalu impact two clinic decis support cds approach 18month studi period first approachprovid activ electron dental record edrsa flash alert generat dental visit identifi patient medic complex condit direct dental care provid webbas person care guidelin second approachpati activ person health recordsa secur email generat letter mail patient dental visit encourag ask dental care provid review care guidelin specif medic condit result author evalu rate review care guidelin among 102 provid particip provid patient activ group increas use system first six month general effect increas use guidelin patient even part studi p 05 studi result show provid activ effect patient activ howev provid sustain high level use system end studi rate use return baselin level despit particip continu receipt electron alert conclus studi result demonstr review clinic care guidelin patient medic complex condit improv cds system involv use electron health record clinic implic us popul age dentist must vigil adapt care patient medic complex condit ensur therapeut safeti effect expand use cds via edr help dental care provid achiev object,10.14219/JADA.ARCHIVE.2011.0082,Medicine,health records,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2011.0082?download=true,17,3
67,67,https://doi.org/10.14219/JADA.ARCHIVE.2008.0105,Journal of the American Dental Association,usabl evalu four commerci dental computerbas patient record system,2008,background usabl dental computerbas patient record cpr system studi despit earli evid poor usabl problem dental cpr system user multipl level method author conduct formal usabl test four dental cpr system use purpos sampl four group five novic user author measur task outcom correct complet incorrect complet incomplet cpr system particip perform nine clinic document task well number usabl problem identifi cpr system potenti relationship task outcom author review softwar applic design aspect respons usabl problem result rang correct complet task 16 64 percent incorrect complet task 18 38 percent incomplet task 9 47 percent author identifi 286 usabl problem main type three unsuccess attempt negat affect task incorrect complet also identifi six problemat interfac interact design led usabl problem conclus four dental cpr system studi signific usabl problem novic user result steep learn curv potenti reduc system adopt clinic implic signific number data entri error rais concern qualiti document clinic practic,10.14219/JADA.ARCHIVE.2008.0105,Medicine Engineering,Oral health,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2008.0105?download=true,45,2
68,68,https://doi.org/10.14219/JADA.ARCHIVE.2001.0237,Journal of the American Dental Association,dental informat cornerston dental practic,2001,background dental informat relat new field signific potenti support clinic care dentist unawar dental informat goal achiev get involv method author conduct literatur review sever roundtabl discuss dental informat expert discuss preced issu surround dental informat result dental informat applic comput inform scienc improv dental practic research educ manag numer applic support clinic care educ research develop dental informat begin exhibit characterist disciplin core literatur train specialist educ program conclus dental informat present possibl solut mani longstand problem dentistri also face signific obstacl challeng matur depend much effort peopl collect effort profess practic implic dental informat produc increas number applic tool clinic practic dentist must keep develop make inform choic,10.14219/JADA.ARCHIVE.2001.0237,Medicine,Patients,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2001.0237?download=true,78,3
69,69,https://doi.org/10.1016/j.adaj.2017.04.017,Journal of the American Dental Association,evalu qualiti dental care among patient diabet adapt test dental qualiti measur electron health record,2017,none,10.1016/j.adaj.2017.04.017,Medicine,"Informatics (discipline),Dental Informatics,health records,Oral health,Patients",https://dl.acm.org/doi/pdf/10.1016/j.adaj.2017.04.017?download=true,15,1
70,70,https://doi.org/10.1016/j.adaj.2015.06.023,Journal of the American Dental Association,measur up implement dental qualiti measur electron health record context,2016,none,10.1016/j.adaj.2015.06.023,Medicine,Tissue Engineering,https://dl.acm.org/doi/pdf/10.1016/j.adaj.2015.06.023?download=true,21,2
71,71,https://doi.org/10.14219/JADA.ARCHIVE.2013.0229,Journal of the American Dental Association,dental care provid patient percept effect health inform technolog dental care set,2013,background use electron health record ehr dental care effect dental care providerpati interact studi suffici author conduct studi explor dental care provid interact ehr patient visit interact influenc dental care providerpati communic provid patient percept ehr use dental clinic set patient visit method author collect survey interview data patient provid three dental clinic health care system author use qualit quantit method analyz data obtain patient dental care provid result provid survey result show signific differ percept ehr use patient visit across dental care provid group dentist dental hygienist dental assist patient survey result indic patient experienc certain level frustrat distract provid use ehr visit conclus provid survey result indic differ percept across provid group ehr effect comput use communic patient dental assist general report negat effect communic patient owe comput use interview result also indic dental care provid may feel comfort interact ehr without verbal eye contact patient patient dental visit practic implic new design dental operatori locat comput screen within operatori undertaken prevent negat nonverb communic loss eye contact forc provid patient sit back back well enhanc patient educ inform share,10.14219/JADA.ARCHIVE.2013.0229,Medicine,Informatics (discipline),https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2013.0229?download=true,5,0
72,72,https://doi.org/10.1197/jamia.M2488,J. Am. Medical Informatics Assoc.,model formul train multidisciplinari biomed informat student three year experi,2008,object european infobiom network excel recogn success educ program biomed informat includ tradit teach activ basic scienc also develop skill work multidisciplinari team design care develop 3year train program biomed informat student address educ aspect follow four activ 1 internet cours databas contain overview medic informat bioinformat cours 2 biomed informat summer school 3 mobil program base brokerag servic publish demand offer includ fund research exchang project 4 train challeng aim develop multidisciplinari skill measur paper focus experi gain develop novel educ activ address work multidisciplinari team train challeng describ evalu ask particip fill form likert scale base question mobil program need assess carri result mobil program support 20 exchang foster new bmi research result number peerreview public demonstr feasibl multidisciplinari bmi approach within european union student unanim indic train challeng experi contribut understand appreci multidisciplinari teamwork conclus train activ undertaken infobiom contribut multidisciplinari bmi approach hope work might provid impetus train effort europ yield new generat biomed informatician,10.1197/jamia.M2488,Computer Science Medicine,Biomaterials,https://dl.acm.org/doi/pdf/10.1197/jamia.M2488?download=true,12,0
73,73,https://doi.org/10.1197/jamia.M2335,J. Am. Medical Informatics Assoc.,research paper qualit investig content dental paperbas computerbas patient record format,2007,object approxim 25 general dentist practic unit state use comput dental operatori 18 maintain complet electron record anecdot evid suggest dental computerbas patient record cpr repres clinic inform degre complet fidel paper record object studi develop basic content model clinic inform paperbas record examin degre coverag cprs design compil baselin dental record bdr purpos sampl 10 paper record format two dental school four dental practic commerci sourc extract clinic data field remov duplic organ result collect categoriessubcategori map field four marketlead dental cprs bdr measur calcul frequenc count bdr categori data field paperbas computerbas record format crossmap inform coverag categori data field level result bdr 20 categori 363 data field averag paper record cprs contain 14 categori 210 174 field respect 72 20 bdr field occur five paper record categori relat diagnosi miss paperbas computerbas record format cprs rare use categori name group data field common paper format conclus exist paper record exhibit limit agreement inform dental record contain cprs cover inform partial may thus imped adopt electron patient record,10.1197/jamia.M2335,Medicine Computer Science,Ceramics,https://dl.acm.org/doi/pdf/10.1197/jamia.M2335?download=true,43,2
74,74,https://doi.org/10.1197/jamia.M2827,J. Am. Medical Informatics Assoc.,case report chines dentist readi computer dentistri popul investig china metropolis,2009,author studi current level computer dental clinic attitud dentist toward dental computer metropolis china survey consist 22 question email mail random sampl 354 dentist respond 805 report use comput practic author found administr task first computer major respond support statement computer benefit patient care author found computer dental clinic chines metropolis year behind western nation,10.1197/jamia.M2827,Medicine Computer Science,Material Pore Size,https://dl.acm.org/doi/pdf/10.1197/jamia.M2827?download=true,7,0
75,75,https://doi.org/10.4103/0973-029X.92979,Journal of oral and maxillofacial pathology : JOMFP,evolut dental informat major research tool oral patholog,2012,bioinformat relat new field scienc incorpor principl biolog comput scienc main concern collect store retriev data larg databas ever sinc success complet human genom project exponenti growth volum biolog data generat worldwid evolut bioinformat made possibl access databas appli inform better research one disciplin benefit advent bioinformat oral patholog oral patholog branch dentistri deal diseas head neck region remark progress made diagnosi treatment diseas aid bioinformat articl attempt review evolut progress dental informat specialti applic oral patholog,10.4103/0973-029X.92979,Computer Science Medicine,"Prostheses, Dental, Fixed, Crown, Total, Temporary",https://dl.acm.org/doi/pdf/10.4103/0973-029X.92979?download=true,6,0
76,76,https://doi.org/10.3233/SHTI190703,MedInfo,accept teledent health educ among head neck cancer patient saudi arabia,2019,base latest publish cancer report saudi health council saudi cancer registri scr 2014 percentag cancer incid got higher previous report 2012 102 1 increas incid head neck cancer hnc remain local public health burden provok us consid technolog innov manag serious health consequ aim evalu patient precept toward technolog usag reciv health care,10.3233/SHTI190703,Medicine Computer Science,Phase I/II Trial,https://dl.acm.org/doi/pdf/10.3233/SHTI190703?download=true,0,0
77,77,https://doi.org/10.3233/978-1-61499-289-9-1006,AMIA,use electron dental record brazil,2013,studi aim provid quantit qualit analysi usabl popular electron dental record brazil regard clinic administr featur softwar evalu regard usag among brazilian dental profession also regard function present use desir difficulti encount dentist use,10.3233/978-1-61499-289-9-1006,Computer Science Medicine Geography,Body tissue,https://dl.acm.org/doi/pdf/10.3233/978-1-61499-289-9-1006?download=true,0,0
78,78,https://doi.org/10.1055/s-0039-1681088,Methods of information in medicine,leverag electron dental record data classifi patient base smoke intens,2018,background smoke establish risk factor oral diseas therefor dental clinician routin assess record patient detail smoke status research success extract smoke histori electron health record ehr use text mine method howev could retriev patient smoke intens due limit avail ehr presenc detail smoke inform electron dental record edr often separ section allow retriev inform less preprocess object determin patient detail smoke status base smoke intens edr method first author creat refer standard 3296 uniqu patient smoke histori edr classifi patient base smoke intens next train three machin learn classifi support vector machin random forest naïv bay use train set 2176 evalu perform test set 1120 use precis p recal r fmeasur f final appli best classifi classifi smoke status addit 3114 patient smoke histori result support vector machin perform best classifi patient smoker nonsmok unknown p r f 98 intermitt smoker p 95 r 98 f 96 past smoker p r f 89 light smoker p r f 87 smoker unknown intens p 76 r 86 f 81 intermedi smoker p 90 r 88 f 89 perform moder differenti heavi smoker p 90 r 44 f 60 edr could valuabl sourc obtain patient detail smoke inform conclus edr data could serv valuabl sourc obtain patient detail smoke inform base smoke intens may readili avail ehr,10.1055/s-0039-1681088,Medicine,anatomical layer,https://dl.acm.org/doi/pdf/10.1055/s-0039-1681088?download=true,5,0
79,79,https://doi.org/10.5210/ojphi.v11i2.10131,Online journal of public health informatics,implement emr system comprehens dental servic within larg region hospit network challeng opportun present introduct new technolog,2019,object develop new inform technolog signific effect health care system implement associ chang manag process bring posit chang gain understand challeng make transit benefit challeng explor context hospit base dental depart addit concept integr oral health overal system health explor context electron medic record system implement american dental associ recent recognit dental anesthesiolog clinic subspecialti method qualit survey attend dental faculti member depart repres broad rang dental specialti experi privat practic hospit base practic teach public health practic result faculti survey yield consist theme rang enhanc inform make better diagnos challeng transit emr well concern data secur much time effort front comput screen discuss brief summari histori standalon develop dentistri given contribut separ develop dental emr hospit emr various modal clinic care provid depart dentistri advoc illinoi mason medic center chicago il present give scope area need success emr solut must meet hospit base dental set public health aspect includ discuss conclus macro level health data set ie nhane state level dataset potenti expand includ thorough data combin medic health data oral health data dataset,10.5210/ojphi.v11i2.10131,Medicine Psychology,Subgroup,https://dl.acm.org/doi/pdf/10.5210/ojphi.v11i2.10131?download=true,1,0
80,80,https://doi.org/10.1111/j.1601-0825.2011.01794.x,Oral diseases,advanc oral medicin informat inform technolog propos framework strategi,2011,implement inform technolog healthcar signific focus mani nation around world howev inform technolog support clinic care research educ oral medicin current poor develop situat hamper abil transform oral medicin learn healthcar disciplin divid clinic practic research diminish ultim elimin paper review need requir inform technolog support oral medicin propos agenda design meet need oral medicin agenda includ analyz review current clinic document practic work toward progress standard clinic data help defin requir oral medicin system profession contribut conduct baselin studi use electron system help develop control vocabulari ontolog design implement evalu novel system center need clinician research educ success advanc support oral medicin requir close coordin collabor among oral medicin profession inform technolog profession system vendor fund agenc current barrier obstacl overcom practic research oral medicin stand readi deriv signific benefit applic inform technolog,10.1111/j.1601-0825.2011.01794.x,Medicine,Cascade Device Component,https://dl.acm.org/doi/pdf/10.1111/j.1601-0825.2011.01794.x?download=true,27,0
81,81,https://doi.org/10.1371/journal.pone.0067862,PloS one,dental informat character patient dentofaci deform,2013,relev statist model analysi dental data improv diagnost treatment procedur purpos studi demonstr use various data mine algorithm character patient dentofaci deform total 72 patient skelet malocclus complet orthodont orthognath surgic treatment examin patient character 22 measur relat dentofaci deform cluster analysi visual group patient three differ pattern dentofaci deform featur select approach base fals discoveri rate use identifi subset 22 measur import categor three cluster final classif perform evalu qualiti measur select featur select approach result show featur select improv classif accuraci simultan determin measur relev,10.1371/journal.pone.0067862,Medicine,"Tissue Engineering,Informatics (discipline),Biomaterials,Ceramics,Material Pore Size,Prostheses, Dental, Fixed, Crown, Total, Temporary,Phase I/II Trial,Body tissue,anatomical layer,Subgroup,Cascade Device Component",https://dl.acm.org/doi/pdf/10.1371/journal.pone.0067862?download=true,4,0
82,82,https://doi.org/10.1159/000501643,Public Health Genomics,health data dentistri attempt master digit challeng,2019,background biomed research recent move three stage digit healthcar 1 data collect 2 data share 3 data analyt explos store health data hd dental medicin edg fourth stage digit use artifici intellig ai narrat literatur review outlin challeng manag hd anticip potenti ai oral healthcar dental research summar current literatur summari basi success manag hd establish general accept data standard guid implement within electron health record ehr health inform technolog ecosystem hit eco therebi continu adapt self learn health system lhs creat hit eco futur combin frontend util hd clinic decisionmak provid use support diagnost tool patientcent treatment plan ii backend algorithm analyz standard collect data inform populationbas polici decis resourc alloc research direct cryptograph method blockchain enabl safe effici effect dental care within global perspect key messag interoper hd access digit health technolog key deliv valuebas dental care exploit tremend potenti ai,10.1159/000501643,Computer Science Medicine,Informatics (discipline),https://dl.acm.org/doi/pdf/10.1159/000501643?download=true,17,1
83,83,https://doi.org/10.3233/978-1-61499-830-3-1290,MedInfo,extract evalu medic data electron dental record,2017,increas geriatr popul dental care profession present older patient manag comorbid use multipl medic studi develop system extract medic inform electron dental record edr provid patient distribut number medic,10.3233/978-1-61499-830-3-1290,Computer Science Medicine,Prosthesis,https://dl.acm.org/doi/pdf/10.3233/978-1-61499-830-3-1290?download=true,0,0
84,84,https://doi.org/10.3233/978-1-61499-289-9-932,MedInfo,qualiti dental chart record code,2013,chart record code import process healthcar informat system report dentistri field object studi studi qualiti dental chart record code well achiev lectureworkshop topic studi perform audit patient chart tu dental student clinic juli 2011august 2012 chart record mean score rang 510557 wherea error code process present coder part doctor part lectureworkshop could improv score topic,10.3233/978-1-61499-289-9-932,Computer Science Psychology Medicine,Dental Inlays,https://dl.acm.org/doi/pdf/10.3233/978-1-61499-289-9-932?download=true,0,0
85,85,https://doi.org/10.1016/j.jebdp.2016.07.001,The journal of evidence-based dental practice,clinic document dental care era electron health record use,2016,none,10.1016/j.jebdp.2016.07.001,Medicine,Amalgam (silver) dental filling material,https://dl.acm.org/doi/pdf/10.1016/j.jebdp.2016.07.001?download=true,7,0
86,86,https://doi.org/10.1016/J.JEBDP.2006.12.016,The journal of evidence-based dental practice,clinic decis support complement evidencebas decis make dental practic,2007,none,10.1016/J.JEBDP.2006.12.016,Medicine,dental restorative materials,https://dl.acm.org/doi/pdf/10.1016/J.JEBDP.2006.12.016?download=true,23,0
87,87,https://doi.org/10.1016/j.adaj.2017.01.026,Journal of the American Dental Association,medic care provid perspect dental inform need electron health record,2017,none,10.1016/j.adaj.2017.01.026,Medicine,Tooth structure,https://dl.acm.org/doi/pdf/10.1016/j.adaj.2017.01.026?download=true,19,0
88,88,https://doi.org/10.14219/JADA.ARCHIVE.2003.0164,Journal of the American Dental Association,teledentistri use dental educ,2003,background teledentistri relat new field combin telecommun technolog dental care dentist dental educ unawar teledentistri use increas access dental care also advanc dental educ type studi review author describ teledentistri appli worldwid well use educ teledentistri educ divid two main categori selfinstruct interact videoconferenc method use sever studi countri result type network connect use great affect feasibl teledentistri educ furthermor optim type exist health care profession choos mode base budget geographi technic support avail two main categori teledentistri educ interact videoconferenc method better result abil provid immedi feedback clinic implic teledentistri extend care underserv patient popul rural area reason cost teledentistri provid opportun supplement tradit teach method dental educ provid new opportun dental student dentist,10.14219/JADA.ARCHIVE.2003.0164,Medicine,Dental Materials,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2003.0164?download=true,131,2
89,89,https://doi.org/10.1016/J.AJODO.2006.07.024,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",solv incompat electron record orthodont patient,2007,none,10.1016/J.AJODO.2006.07.024,Medicine,Review [Publication Type],https://dl.acm.org/doi/pdf/10.1016/J.AJODO.2006.07.024?download=true,10,0
